recno,Name,OName,RAJ2000,DEJ2000,plx,e_plx,pmX,e_pmX,pmY,e_pmY,VLSR,e_VLSR,Arm,Ref,SimbadName,dec,ra
125,G058.77+00.64,,19 38 49.1269,+23 08 40.205,0.299,0.04,-2.7,0.34,-6.1,0.38,33,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G058.77+00.64,23.144501388888887,294.70469541666665
126,G059.47-00.18,,19 43 28.3504,+23 20 42.522,0.535,0.024,-1.83,1.22,-6.6,1.21,26,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G059.47-00.18,23.345145,295.8681266666666
127,G059.78+00.06,,19 43 11.2464,+23 44 03.270,0.463,0.02,-1.5,0.53,-5.12,0.51,23,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G059.78+00.06,23.734241666666666,295.79686000000004
128,G059.83+00.67,,19 40 59.2938,+24 04 44.177,0.242,0.014,-2.91,0.26,-6.12,0.26,34,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G059.83+00.67,24.078938055555557,295.24705750000004
130,G069.54-00.97,ON1,20 10 09.0700,+31 31 35.950,0.406,0.013,-3.19,0.4,-5.22,0.4,12,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G069.54-00.97,31.526652777777777,302.5377916666666
131,G070.18+01.74,,20 00 54.4874,+33 31 28.224,0.156,0.016,-2.82,0.16,-5.17,0.19,-23,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G070.18+01.74,33.52450666666667,300.22703083333334
132,G071.31+00.82,IRAS20056+335,20 07 31.2593,+33 59 41.491,0.213,0.028,-2.62,0.7,-5.65,0.6,9,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G071.31+00.82,33.99485861111111,301.8802470833333
133,G071.52-00.38,,20 12 57.8943,+33 30 27.083,0.277,0.026,-2.48,0.29,-4.97,0.3,11,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G071.52-00.38,33.50752305555555,303.24122625
137,G075.29+01.32,,20 16 16.0120,+37 35 45.810,0.108,0.01,-2.37,0.11,-4.48,0.17,-58,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G075.29+01.32,37.59605833333333,304.06671666666665
138,G075.76+00.33,,20 21 41.0860,+37 25 29.280,0.285,0.022,-3.08,0.6,-4.56,0.6,-9,9,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G075.76+00.33,37.4248,305.4211916666667
140,G076.38-00.61,,20 27 25.4752,+37 22 48.460,0.77,0.053,-3.73,3.0,-3.84,3.0,-2,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G076.38-00.61,37.38012777777778,306.85614666666663
142,G078.88+00.70,AFGL2591,20 29 24.8230,+40 11 19.590,0.3,0.024,-1.2,0.72,-4.8,0.66,-6,7,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G078.88+00.70,40.18877500000001,307.3534291666667
143,G079.73+00.99,IRAS20290+405,20 30 50.6730,+41 02 27.540,0.737,0.062,-2.84,0.79,-4.14,1.06,-3,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G079.73+00.99,41.04098333333334,307.7111375
144,G079.87+01.17,IRAS20286+410,20 30 29.1440,+41 15 53.640,0.62,0.027,-3.23,1.3,-5.19,1.3,-5,10,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G079.87+01.17,41.2649,307.62143333333336
145,G080.79-01.92,NMLCyg,20 46 25.5400,+40 06 59.400,0.62,0.047,-1.55,0.57,-4.59,0.57,-3,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G080.79-01.92,40.1165,311.6064166666667
146,G080.86+00.38,DR20,20 37 00.9600,+41 34 55.700,0.687,0.038,-3.29,0.73,-4.83,0.77,-3,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G080.86+00.38,41.58213888888889,309.25399999999996
147,G081.75+00.59,DR21A,20 39 01.9930,+42 24 59.290,0.666,0.035,-2.84,0.45,-3.8,0.47,-3,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G081.75+00.59,42.416469444444445,309.7583041666666
148,G081.87+00.78,W75N,20 38 36.4260,+42 37 34.800,0.772,0.042,-1.97,0.5,-4.16,0.51,7,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G081.87+00.78,42.626333333333335,309.651775
149,G090.21+02.32,IRAS21007+495,21 02 22.7010,+50 03 08.309,1.483,0.038,-0.67,1.56,-0.9,1.67,-3,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G090.21+02.32,50.05230805555556,315.59458750000005
150,G090.92+01.48,,21 09 12.9685,+50 01 03.664,0.171,0.031,-2.96,0.2,-2.61,0.28,-70,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G090.92+01.48,50.01768444444444,317.3040354166667
151,G092.67+03.07,,21 09 21.7320,+52 22 37.080,0.613,0.02,-0.69,1.42,-2.25,1.42,-5,10,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G092.67+03.07,52.37696666666667,317.34055
152,G094.60-01.79,AFGL2789,21 39 58.2701,+50 14 20.994,0.221,0.013,-3.49,0.23,-2.65,0.23,-43,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G094.60-01.79,50.239165,324.99279208333337
153,G095.29-00.93,,21 39 40.5089,+51 20 32.808,0.206,0.015,-2.74,0.3,-2.85,0.37,-38,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G095.29-00.93,51.34244666666667,324.9187870833333
154,G097.53+03.18,,21 32 12.4343,+55 53 49.689,0.133,0.017,-2.94,0.29,-2.48,0.29,-73,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G097.53+03.18,55.89713583333333,323.05180958333335
156,G100.37-03.57,,22 16 10.3651,+52 21 34.113,0.289,0.016,-3.66,0.6,-3.02,0.6,-37,10,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G100.37-03.57,52.359475833333335,334.0431879166667
157,G105.41+09.87,,21 43 06.4810,+66 06 55.340,1.129,0.063,-0.21,1.2,-5.49,1.2,-10,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G105.41+09.87,66.11537222222222,325.77700416666664
160,G108.20+00.58,,22 49 31.4775,+59 55 42.006,0.227,0.037,-2.25,0.5,-1.0,0.5,-49,10,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G108.20+00.58,59.928335,342.38115625
161,G108.42+00.89,IRAS22480+600,22 49 58.8760,+60 17 56.650,0.4,0.05,-2.58,0.6,-1.91,0.5,-51,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G108.42+00.89,60.299069444444434,342.4953166666667
162,G108.47-02.81,,23 02 32.0800,+56 57 51.400,0.309,0.01,-3.13,0.49,-2.79,0.46,-54,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G108.47-02.81,56.96427777777778,345.63366666666667
163,G108.59+00.49,,22 52 38.3150,+60 00 51.888,0.405,0.033,-5.56,0.4,-3.4,0.4,-52,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G108.59+00.49,60.01441333333333,343.15964583333334
164,G109.87+02.11,,22 56 18.0559,+62 01 49.562,1.228,0.024,-1.03,1.3,-2.62,1.33,-7,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G109.87+02.11,62.03043388888888,344.0752329166667
167,G111.25-00.76,,23 16 10.3420,+59 55 28.596,0.28,0.015,-2.69,0.28,-1.75,0.33,-40,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G111.25-00.76,59.924609999999994,349.04309166666667
168,G111.54+00.77,NGC7538,23 13 45.3600,+61 28 10.550,0.378,0.017,-2.45,0.4,-2.44,0.4,-57,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G111.54+00.77,61.46959722222221,348.439
169,G115.05-00.04,PZCas,23 44 03.2816,+61 47 22.187,0.356,0.04,-3.7,0.78,-2.0,0.81,-36,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G115.05-00.04,61.78949638888889,356.0136733333333
170,G121.29+00.65,L1287,00 36 47.3530,+63 29 02.160,1.077,0.039,-0.86,1.19,-2.29,1.23,-23,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G121.29+00.65,63.48393333333334,9.197304166666665
171,G122.01-07.08,IRAS00420+553,00 44 58.3970,+55 46 47.600,0.46,0.02,-3.7,0.5,-1.25,0.5,-50,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G122.01-07.08,55.77988888888889,11.243320833333334
172,G123.06-06.30,NGC281,00 52 24.7008,+56 33 50.527,0.355,0.03,-2.79,0.62,-2.14,0.7,-30,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G123.06-06.30a,56.564035277777776,13.10292
173,G123.06-06.30,NGC281W,00 52 24.1960,+56 33 43.180,0.421,0.022,-2.69,0.31,-1.77,0.29,-29,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G123.06-06.30b,56.56199444444445,13.100816666666665
174,G133.94+01.06,W3OH,02 27 03.8190,+61 52 25.230,0.512,0.01,-1.2,0.32,-0.15,0.32,-47,3,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G133.94+01.06,61.873675,36.765912500000006
175,G134.62-02.19,SPer,02 22 51.7106,+58 35 11.444,0.413,0.017,-0.49,0.5,-1.19,0.48,-39,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G134.62-02.19,58.58651222222223,35.71546083333334
187,G188.94+00.88,S252,06 08 53.3441,+21 38 29.099,0.476,0.006,-0.32,0.49,-1.94,0.49,8,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G188.94+00.88,21.64141638888889,92.22226708333334
189,G192.60-00.04,S255,06 12 54.0100,+17 59 23.200,0.601,0.039,-0.18,0.6,-0.43,0.6,7,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G192.60-00.04,17.98977777777778,93.22504166666667
197,G236.81+01.98,,07 44 28.2367,-20 08 30.606,0.326,0.026,-2.49,0.43,2.67,0.41,53,10,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G236.81+01.98,-20.141835,116.11765291666669
199,G240.31+00.07,,07 44 51.9676,-24 07 41.372,0.187,0.014,-1.55,0.5,2.57,0.3,68,5,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=18850131&notid=4&-out.emph=%-3s,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/ApJ/885/131/refs&Ref=%-11s,[RMB2014] G240.31+00.07,-24.12815888888889,116.21653166666667
